#q_sq i k_sq z Re(w) Im(w)
1e-06 0 1e-06 -0.989401 1.54826 0
1e-06 0 1e-06 -0.944575 1.54826 0
1e-06 0 1e-06 -0.865631 1.54826 0
1e-06 0 1e-06 -0.755404 1.54826 0
1e-06 0 1e-06 -0.617876 1.54826 0
1e-06 0 1e-06 -0.458017 1.54826 0
1e-06 0 1e-06 -0.281604 1.54826 0
1e-06 0 1e-06 -0.0950125 1.54826 0
1e-06 0 1e-06 0.0950125 1.54826 0
1e-06 0 1e-06 0.281604 1.54826 0
1e-06 0 1e-06 0.458017 1.54826 0
1e-06 0 1e-06 0.617876 1.54826 0
1e-06 0 1e-06 0.755404 1.54826 0
1e-06 0 1e-06 0.865631 1.54826 0
1e-06 0 1e-06 0.944575 1.54826 0
1e-06 0 1e-06 0.989401 1.54826 0
1e-06 0 1.55052e-06 -0.989401 1.54826 0
1e-06 0 1.55052e-06 -0.944575 1.54826 0
1e-06 0 1.55052e-06 -0.865631 1.54826 0
1e-06 0 1.55052e-06 -0.755404 1.54826 0
1e-06 0 1.55052e-06 -0.617876 1.54826 0
1e-06 0 1.55052e-06 -0.458017 1.54826 0
1e-06 0 1.55052e-06 -0.281604 1.54826 0
1e-06 0 1.55052e-06 -0.0950125 1.54826 0
1e-06 0 1.55052e-06 0.0950125 1.54826 0
1e-06 0 1.55052e-06 0.281604 1.54826 0
1e-06 0 1.55052e-06 0.458017 1.54826 0
1e-06 0 1.55052e-06 0.617876 1.54826 0
1e-06 0 1.55052e-06 0.755404 1.54826 0
1e-06 0 1.55052e-06 0.865631 1.54826 0
1e-06 0 1.55052e-06 0.944575 1.54826 0
1e-06 0 1.55052e-06 0.989401 1.54826 0
1e-06 0 2.4041e-06 -0.989401 1.54826 0
1e-06 0 2.4041e-06 -0.944575 1.54826 0
1e-06 0 2.4041e-06 -0.865631 1.54826 0
1e-06 0 2.4041e-06 -0.755404 1.54826 0
1e-06 0 2.4041e-06 -0.617876 1.54826 0
1e-06 0 2.4041e-06 -0.458017 1.54826 0
1e-06 0 2.4041e-06 -0.281604 1.54826 0
1e-06 0 2.4041e-06 -0.0950125 1.54826 0
1e-06 0 2.4041e-06 0.0950125 1.54826 0
1e-06 0 2.4041e-06 0.281604 1.54826 0
1e-06 0 2.4041e-06 0.458017 1.54826 0
1e-06 0 2.4041e-06 0.617876 1.54826 0
1e-06 0 2.4041e-06 0.755404 1.54826 0
1e-06 0 2.4041e-06 0.865631 1.54826 0
1e-06 0 2.4041e-06 0.944575 1.54826 0
1e-06 0 2.4041e-06 0.989401 1.54826 0
1e-06 0 3.72759e-06 -0.989401 1.54826 0
1e-06 0 3.72759e-06 -0.944575 1.54826 0
1e-06 0 3.72759e-06 -0.865631 1.54826 0
1e-06 0 3.72759e-06 -0.755404 1.54826 0
1e-06 0 3.72759e-06 -0.617876 1.54826 0
1e-06 0 3.72759e-06 -0.458017 1.54826 0
1e-06 0 3.72759e-06 -0.281604 1.54826 0
1e-06 0 3.72759e-06 -0.0950125 1.54826 0
1e-06 0 3.72759e-06 0.0950125 1.54826 0
1e-06 0 3.72759e-06 0.281604 1.54826 0
1e-06 0 3.72759e-06 0.458017 1.54826 0
1e-06 0 3.72759e-06 0.617876 1.54826 0
1e-06 0 3.72759e-06 0.755404 1.54826 0
1e-06 0 3.72759e-06 0.865631 1.54826 0
1e-06 0 3.72759e-06 0.944575 1.54826 0
1e-06 0 3.72759e-06 0.989401 1.54826 0
1e-06 0 5.77969e-06 -0.989401 1.54826 0
1e-06 0 5.77969e-06 -0.944575 1.54826 0
1e-06 0 5.77969e-06 -0.865631 1.54826 0
1e-06 0 5.77969e-06 -0.755404 1.54826 0
1e-06 0 5.77969e-06 -0.617876 1.54826 0
1e-06 0 5.77969e-06 -0.458017 1.54826 0
1e-06 0 5.77969e-06 -0.281604 1.54826 0
1e-06 0 5.77969e-06 -0.0950125 1.54826 0
1e-06 0 5.77969e-06 0.0950125 1.54826 0
1e-06 0 5.77969e-06 0.281604 1.54826 0
1e-06 0 5.77969e-06 0.458017 1.54826 0
1e-06 0 5.77969e-06 0.617876 1.54826 0
1e-06 0 5.77969e-06 0.755404 1.54826 0
1e-06 0 5.77969e-06 0.865631 1.54826 0
1e-06 0 5.77969e-06 0.944575 1.54826 0
1e-06 0 5.77969e-06 0.989401 1.54826 0
1e-06 0 8.96151e-06 -0.989401 1.54826 0
1e-06 0 8.96151e-06 -0.944575 1.54826 0
1e-06 0 8.96151e-06 -0.865631 1.54826 0
1e-06 0 8.96151e-06 -0.755404 1.54826 0
1e-06 0 8.96151e-06 -0.617876 1.54826 0
1e-06 0 8.96151e-06 -0.458017 1.54826 0
1e-06 0 8.96151e-06 -0.281604 1.54826 0
1e-06 0 8.96151e-06 -0.0950125 1.54826 0
1e-06 0 8.96151e-06 0.0950125 1.54826 0
1e-06 0 8.96151e-06 0.281604 1.54826 0
1e-06 0 8.96151e-06 0.458017 1.54826 0
1e-06 0 8.96151e-06 0.617876 1.54826 0
1e-06 0 8.96151e-06 0.755404 1.54826 0
1e-06 0 8.96151e-06 0.865631 1.54826 0
1e-06 0 8.96151e-06 0.944575 1.54826 0
1e-06 0 8.96151e-06 0.989401 1.54826 0
1e-06 0 1.3895e-05 -0.989401 1.54826 0
1e-06 0 1.3895e-05 -0.944575 1.54826 0
1e-06 0 1.3895e-05 -0.865631 1.54826 0
1e-06 0 1.3895e-05 -0.755404 1.54826 0
1e-06 0 1.3895e-05 -0.617876 1.54826 0
1e-06 0 1.3895e-05 -0.458017 1.54826 0
1e-06 0 1.3895e-05 -0.281604 1.54826 0
1e-06 0 1.3895e-05 -0.0950125 1.54826 0
1e-06 0 1.3895e-05 0.0950125 1.54826 0
1e-06 0 1.3895e-05 0.281604 1.54826 0
1e-06 0 1.3895e-05 0.458017 1.54826 0
1e-06 0 1.3895e-05 0.617876 1.54826 0
1e-06 0 1.3895e-05 0.755404 1.54826 0
1e-06 0 1.3895e-05 0.865631 1.54826 0
1e-06 0 1.3895e-05 0.944575 1.54826 0
1e-06 0 1.3895e-05 0.989401 1.54826 0
1e-06 0 2.15443e-05 -0.989401 1.54826 0
1e-06 0 2.15443e-05 -0.944575 1.54826 0
1e-06 0 2.15443e-05 -0.865631 1.54826 0
1e-06 0 2.15443e-05 -0.755404 1.54826 0
1e-06 0 2.15443e-05 -0.617876 1.54826 0
1e-06 0 2.15443e-05 -0.458017 1.54826 0
1e-06 0 2.15443e-05 -0.281604 1.54826 0
1e-06 0 2.15443e-05 -0.0950125 1.54826 0
1e-06 0 2.15443e-05 0.0950125 1.54826 0
1e-06 0 2.15443e-05 0.281604 1.54826 0
1e-06 0 2.15443e-05 0.458017 1.54826 0
1e-06 0 2.15443e-05 0.617876 1.54826 0
1e-06 0 2.15443e-05 0.755404 1.54826 0
1e-06 0 2.15443e-05 0.865631 1.54826 0
1e-06 0 2.15443e-05 0.944575 1.54826 0
1e-06 0 2.15443e-05 0.989401 1.54826 0
1e-06 0 3.34048e-05 -0.989401 1.54827 0
1e-06 0 3.34048e-05 -0.944575 1.54827 0
1e-06 0 3.34048e-05 -0.865631 1.54827 0
1e-06 0 3.34048e-05 -0.755404 1.54827 0
1e-06 0 3.34048e-05 -0.617876 1.54827 0
1e-06 0 3.34048e-05 -0.458017 1.54827 0
1e-06 0 3.34048e-05 -0.281604 1.54827 0
1e-06 0 3.34048e-05 -0.0950125 1.54827 0
1e-06 0 3.34048e-05 0.0950125 1.54827 0
1e-06 0 3.34048e-05 0.281604 1.54827 0
1e-06 0 3.34048e-05 0.458017 1.54827 0
1e-06 0 3.34048e-05 0.617876 1.54827 0
1e-06 0 3.34048e-05 0.755404 1.54827 0
1e-06 0 3.34048e-05 0.865631 1.54827 0
1e-06 0 3.34048e-05 0.944575 1.54827 0
1e-06 0 3.34048e-05 0.989401 1.54827 0
1e-06 0 5.17947e-05 -0.989401 1.54827 0
1e-06 0 5.17947e-05 -0.944575 1.54827 0
1e-06 0 5.17947e-05 -0.865631 1.54827 0
1e-06 0 5.17947e-05 -0.755404 1.54827 0
1e-06 0 5.17947e-05 -0.617876 1.54827 0
1e-06 0 5.17947e-05 -0.458017 1.54827 0
1e-06 0 5.17947e-05 -0.281604 1.54827 0
1e-06 0 5.17947e-05 -0.0950125 1.54827 0
1e-06 0 5.17947e-05 0.0950125 1.54827 0
1e-06 0 5.17947e-05 0.281604 1.54827 0
1e-06 0 5.17947e-05 0.458017 1.54827 0
1e-06 0 5.17947e-05 0.617876 1.54827 0
1e-06 0 5.17947e-05 0.755404 1.54827 0
1e-06 0 5.17947e-05 0.865631 1.54827 0
1e-06 0 5.17947e-05 0.944575 1.54827 0
1e-06 0 5.17947e-05 0.989401 1.54827 0
1e-06 0 8.03086e-05 -0.989401 1.54827 0
1e-06 0 8.03086e-05 -0.944575 1.54827 0
1e-06 0 8.03086e-05 -0.865631 1.54827 0
1e-06 0 8.03086e-05 -0.755404 1.54827 0
1e-06 0 8.03086e-05 -0.617876 1.54827 0
1e-06 0 8.03086e-05 -0.458017 1.54827 0
1e-06 0 8.03086e-05 -0.281604 1.54827 0
1e-06 0 8.03086e-05 -0.0950125 1.54827 0
1e-06 0 8.03086e-05 0.0950125 1.54827 0
1e-06 0 8.03086e-05 0.281604 1.54827 0
1e-06 0 8.03086e-05 0.458017 1.54827 0
1e-06 0 8.03086e-05 0.617876 1.54827 0
1e-06 0 8.03086e-05 0.755404 1.54827 0
1e-06 0 8.03086e-05 0.865631 1.54827 0
1e-06 0 8.03086e-05 0.944575 1.54827 0
1e-06 0 8.03086e-05 0.989401 1.54827 0
1e-06 0 0.00012452 -0.989401 1.54828 0
1e-06 0 0.00012452 -0.944575 1.54828 0
1e-06 0 0.00012452 -0.865631 1.54828 0
1e-06 0 0.00012452 -0.755404 1.54828 0
1e-06 0 0.00012452 -0.617876 1.54828 0
1e-06 0 0.00012452 -0.458017 1.54828 0
1e-06 0 0.00012452 -0.281604 1.54828 0
1e-06 0 0.00012452 -0.0950125 1.54828 0
1e-06 0 0.00012452 0.0950125 1.54828 0
1e-06 0 0.00012452 0.281604 1.54828 0
1e-06 0 0.00012452 0.458017 1.54828 0
1e-06 0 0.00012452 0.617876 1.54828 0
1e-06 0 0.00012452 0.755404 1.54828 0
1e-06 0 0.00012452 0.865631 1.54828 0
1e-06 0 0.00012452 0.944575 1.54828 0
1e-06 0 0.00012452 0.989401 1.54828 0
1e-06 0 0.00019307 -0.989401 1.54829 0
1e-06 0 0.00019307 -0.944575 1.54829 0
1e-06 0 0.00019307 -0.865631 1.54829 0
1e-06 0 0.00019307 -0.755404 1.54829 0
1e-06 0 0.00019307 -0.617876 1.54829 0
1e-06 0 0.00019307 -0.458017 1.54829 0
1e-06 0 0.00019307 -0.281604 1.54829 0
1e-06 0 0.00019307 -0.0950125 1.54829 0
1e-06 0 0.00019307 0.0950125 1.54829 0
1e-06 0 0.00019307 0.281604 1.54829 0
1e-06 0 0.00019307 0.458017 1.54829 0
1e-06 0 0.00019307 0.617876 1.54829 0
1e-06 0 0.00019307 0.755404 1.54829 0
1e-06 0 0.00019307 0.865631 1.54829 0
1e-06 0 0.00019307 0.944575 1.54829 0
1e-06 0 0.00019307 0.989401 1.54829 0
1e-06 0 0.000299358 -0.989401 1.5483 0
1e-06 0 0.000299358 -0.944575 1.5483 0
1e-06 0 0.000299358 -0.865631 1.5483 0
1e-06 0 0.000299358 -0.755404 1.5483 0
1e-06 0 0.000299358 -0.617876 1.5483 0
1e-06 0 0.000299358 -0.458017 1.5483 0
1e-06 0 0.000299358 -0.281604 1.5483 0
1e-06 0 0.000299358 -0.0950125 1.5483 0
1e-06 0 0.000299358 0.0950125 1.5483 0
1e-06 0 0.000299358 0.281604 1.5483 0
1e-06 0 0.000299358 0.458017 1.5483 0
1e-06 0 0.000299358 0.617876 1.5483 0
1e-06 0 0.000299358 0.755404 1.5483 0
1e-06 0 0.000299358 0.865631 1.5483 0
1e-06 0 0.000299358 0.944575 1.5483 0
1e-06 0 0.000299358 0.989401 1.5483 0
1e-06 0 0.000464159 -0.989401 1.54832 0
1e-06 0 0.000464159 -0.944575 1.54832 0
1e-06 0 0.000464159 -0.865631 1.54832 0
1e-06 0 0.000464159 -0.755404 1.54832 0
1e-06 0 0.000464159 -0.617876 1.54832 0
1e-06 0 0.000464159 -0.458017 1.54832 0
