#q_sq i k_sq z Re(fg) Im(fg)
1e-06 10 1e-06 -0.989401 0.567478 -0
1e-06 10 1e-06 -0.944575 0.567478 -0
1e-06 10 1e-06 -0.865631 0.567478 -0
1e-06 10 1e-06 -0.755404 0.567478 -0
1e-06 10 1e-06 -0.617876 0.567478 -0
1e-06 10 1e-06 -0.458017 0.567478 -0
1e-06 10 1e-06 -0.281604 0.567478 -0
1e-06 10 1e-06 -0.0950125 0.567478 -0
1e-06 10 1e-06 0.0950125 0.567478 0
1e-06 10 1e-06 0.281604 0.567478 0
1e-06 10 1e-06 0.458017 0.567478 0
1e-06 10 1e-06 0.617876 0.567478 0
1e-06 10 1e-06 0.755404 0.567478 0
1e-06 10 1e-06 0.865631 0.567478 0
1e-06 10 1e-06 0.944575 0.567478 0
1e-06 10 1e-06 0.989401 0.567478 0
1e-06 10 1.55052e-06 -0.989401 0.567478 -0
1e-06 10 1.55052e-06 -0.944575 0.567478 -0
1e-06 10 1.55052e-06 -0.865631 0.567478 -0
1e-06 10 1.55052e-06 -0.755404 0.567478 -0
1e-06 10 1.55052e-06 -0.617876 0.567478 -0
1e-06 10 1.55052e-06 -0.458017 0.567478 -0
1e-06 10 1.55052e-06 -0.281604 0.567478 -0
1e-06 10 1.55052e-06 -0.0950125 0.567478 -0
1e-06 10 1.55052e-06 0.0950125 0.567478 0
1e-06 10 1.55052e-06 0.281604 0.567478 0
1e-06 10 1.55052e-06 0.458017 0.567478 0
1e-06 10 1.55052e-06 0.617876 0.567478 0
1e-06 10 1.55052e-06 0.755404 0.567478 0
1e-06 10 1.55052e-06 0.865631 0.567478 0
1e-06 10 1.55052e-06 0.944575 0.567478 0
1e-06 10 1.55052e-06 0.989401 0.567478 0
1e-06 10 2.4041e-06 -0.989401 0.567478 -0
1e-06 10 2.4041e-06 -0.944575 0.567478 -0
1e-06 10 2.4041e-06 -0.865631 0.567478 -0
1e-06 10 2.4041e-06 -0.755404 0.567478 -0
1e-06 10 2.4041e-06 -0.617876 0.567478 -0
1e-06 10 2.4041e-06 -0.458017 0.567478 -0
1e-06 10 2.4041e-06 -0.281604 0.567478 -0
1e-06 10 2.4041e-06 -0.0950125 0.567478 -0
1e-06 10 2.4041e-06 0.0950125 0.567478 0
1e-06 10 2.4041e-06 0.281604 0.567478 0
1e-06 10 2.4041e-06 0.458017 0.567478 0
1e-06 10 2.4041e-06 0.617876 0.567478 0
1e-06 10 2.4041e-06 0.755404 0.567478 0
1e-06 10 2.4041e-06 0.865631 0.567478 0
1e-06 10 2.4041e-06 0.944575 0.567478 0
1e-06 10 2.4041e-06 0.989401 0.567478 0
1e-06 10 3.72759e-06 -0.989401 0.567478 -0
1e-06 10 3.72759e-06 -0.944575 0.567478 -0
1e-06 10 3.72759e-06 -0.865631 0.567478 -0
1e-06 10 3.72759e-06 -0.755404 0.567478 -0
1e-06 10 3.72759e-06 -0.617876 0.567478 -0
1e-06 10 3.72759e-06 -0.458017 0.567478 -0
1e-06 10 3.72759e-06 -0.281604 0.567478 -0
1e-06 10 3.72759e-06 -0.0950125 0.567478 -0
1e-06 10 3.72759e-06 0.0950125 0.567478 0
1e-06 10 3.72759e-06 0.281604 0.567478 0
1e-06 10 3.72759e-06 0.458017 0.567478 0
1e-06 10 3.72759e-06 0.617876 0.567478 0
1e-06 10 3.72759e-06 0.755404 0.567478 0
1e-06 10 3.72759e-06 0.865631 0.567478 0
1e-06 10 3.72759e-06 0.944575 0.567478 0
1e-06 10 3.72759e-06 0.989401 0.567478 0
1e-06 10 5.77969e-06 -0.989401 0.567478 -0
1e-06 10 5.77969e-06 -0.944575 0.567478 -0
1e-06 10 5.77969e-06 -0.865631 0.567478 -0
1e-06 10 5.77969e-06 -0.755404 0.567478 -0
1e-06 10 5.77969e-06 -0.617876 0.567478 -0
1e-06 10 5.77969e-06 -0.458017 0.567478 -0
1e-06 10 5.77969e-06 -0.281604 0.567478 -0
1e-06 10 5.77969e-06 -0.0950125 0.567478 -0
1e-06 10 5.77969e-06 0.0950125 0.567478 0
1e-06 10 5.77969e-06 0.281604 0.567478 0
1e-06 10 5.77969e-06 0.458017 0.567478 0
1e-06 10 5.77969e-06 0.617876 0.567478 0
1e-06 10 5.77969e-06 0.755404 0.567478 0
1e-06 10 5.77969e-06 0.865631 0.567478 0
1e-06 10 5.77969e-06 0.944575 0.567478 0
1e-06 10 5.77969e-06 0.989401 0.567478 0
1e-06 10 8.96151e-06 -0.989401 0.567477 -0
1e-06 10 8.96151e-06 -0.944575 0.567477 -0
1e-06 10 8.96151e-06 -0.865631 0.567477 -0
1e-06 10 8.96151e-06 -0.755404 0.567477 -0
1e-06 10 8.96151e-06 -0.617876 0.567477 -0
1e-06 10 8.96151e-06 -0.458017 0.567477 -0
1e-06 10 8.96151e-06 -0.281604 0.567478 -0
1e-06 10 8.96151e-06 -0.0950125 0.567478 -0
1e-06 10 8.96151e-06 0.0950125 0.567478 0
1e-06 10 8.96151e-06 0.281604 0.567478 0
1e-06 10 8.96151e-06 0.458017 0.567477 0
1e-06 10 8.96151e-06 0.617876 0.567477 0
1e-06 10 8.96151e-06 0.755404 0.567477 0
1e-06 10 8.96151e-06 0.865631 0.567477 0
1e-06 10 8.96151e-06 0.944575 0.567477 0
1e-06 10 8.96151e-06 0.989401 0.567477 0
1e-06 10 1.3895e-05 -0.989401 0.567476 -0
